establishment_name,address,city,state_zip,yelp_id
BALLEY'S CARRYOUT,5577 CENTRAL AVE SE,Washington, DC 20019,pho-cyclo-falls-church
Elite For Hair,2315 WISCONSIN AVE NW,Washington, DC 20016,guven-salon-and-spa-washington
BESTA PIZZA,5029 CONNECTICUT AVE NW,Washington, DC 20008,besta-pizza-washington
DOMINO'S PIZZA,2029 K ST NW,Washington, DC 20006,dominos-pizza-washington-5
BIG VALU LIQUORS,3174 BLADENSBURG RD NE,Washington, DC 20018,costco-washington-2
CHIPOTLE MEXICAN GRILL,3420 CONNECTICUT AVE NW,Washington, DC 20008,chipotle-mexican-grill-washington-9
FOUR SEASONS HOTEL (BOURBAN STEAK),2800 PENNSYLVANIA AVE NW,WASHINGTON, DC 20007,bandolero-washington-2
COBALT / 30 DEGREES / LEVEL 1 (n),1639 R ST NW,Washington, DC 20007,cobalt-washington
SUBWAY,2216 WISCONSIN AVE NW,WASHINGTON, DC 20007,subway-washington-18
LEAVEY CENTER BOOKSTORE,3800 RESERVOIR RD NW,Washington, DC 20057,georgetown-university-bookstore-washington
CLEVELAND PARK BAR & GRILL (n),3421 CONNECTICUT AVE NW,Washington, DC 20008,cleveland-park-bar-and-grill-washington-2
POST OFFICE HEADQUARTERS,475 L'ENFANT PLZ SW,Washington, DC 20024,us-post-office-washington-4
JEFFERSON MIDDLE SCHOOL,801 7TH ST SW,WASHINGTON, DC 20024,dc-harbor-cruises-washington
DOLLAR PLUS GROCERY,2101 ALABAMA AVE SE,WASHINGTON, DC 20020,dollar-plus-food-store-washington-2
DAVID RIOS SALON AND SPA,1519 WISCONSIN AVE NW,WASHINGTON, DC 20016,david-rios-salon-and-spa-washington
JETTIES,1609 FOXHALL RD NW,Washington, DC 20007,jetties-washington
BYBLOS DELI,3414 CONNECTICUT AVE NW,Washington, DC 20008,byblos-deli-washington
NECESSITIES NEWSSTAND,1350 I ST NW,Washington, DC 20005,union-station-washington
ANACOSTIA SHELL,2501 PENNSYLVANIA AVE SE,Washington, DC 20020,pacifico-cantina-washington
ALABAMA CONVENIENCE,2209 ALABAMA AVE SE,WASHINGTON, DC 20020,giant-washington-4
EXCEL ACADEMY PUBLIC CHARTER SCHOOL,2501 MARTIN LUTHER KING JR AVE SE,WASHINGTON, DC 20020,life-time-fitness-columbia
LOS CUATES RESTAURANT,1564 WISCONSIN AVE NW,Washington, DC 20007,los-cuates-washington
WOODROW WILSON SENIOR HIGH SCHOOL,3950 CHESAPEAKE ST NW,WASHINGTON, DC 20016,washington-national-cathedral-washington
MCREYNOLDS LIQUORS,1776 G ST NW,Washington, DC 20006,mcreynolds-liquors-washington
STARBUCKS,550 C ST SW,Washington, DC 20024,caseys-washington
KING CHEVRON,3011 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,national-museum-of-natural-history-washington
Tenly Nails,3919 WINDOM PL NW,WASHINGTON, DC 20016,the-emerald-door-silver-spring
ANGELICO PIZZA,2313 WISCONSIN AVE NW,Washington, DC 20007,angelico-pizzeria-washington-5
SUBWAY,1444 I ST NW,Washington, DC 20005,subway-washington-97
7TH & L STREET MARKET,700 L ST SE,Washington, DC 20003,zest-bistro-washington
FOUR SEASONS HOTEL (SEASON'S),2800 PENNSYLVANIA AVE NW,WASHINGTON, DC 20007,bourbon-steak-washington
HILLWOOD RESTAURANT,4155 LINNEAN AVE NW,WASHINGTON, DC 20007,hillwood-museum-and-gardens-washington
CHECK CASH PLUS,4055 MINNESOTA AVE NE,Washington, DC 20019,dc-rollergirls-washington
Vendor-INTERNATIONAL-#####,2311 11TH ST N APT B1,ANNANDALE, VA 22003,windows-catering-company-alexandria-2
JOJO'S,1518 U ST NW,Washington, DC 20009,jojo-restaurant-and-bar-washington
7-ELEVEN 23001J,3900 BENNING RD NE,Washington, DC 20019,the-center-for-green-urbanism-washington-d-c
CAFE ROMEO'S,2132 WISCONSIN AVE NW,Washington, DC 20005,cafe-romeos-washington
CAPITOL SZECHUAN,5305 EAST CAPITOL ST SE,Washington, DC 20019,hong-kong-carryout-washington
CALVERT WOODLEY WINES & SPIRITS,4339 CONNECTICUT AVE NW,Washington, DC 20018,calvert-woodley-fine-wines-and-spirits-washington
PAPA JOHN'S PIZZA,4656 WISCONSIN AVE NW,Washington, DC 20016,papa-johns-pizza-washington-2
DC BREAD & BREW,1245 20TH ST NW,Washington, DC 20036,dc-bread-and-brew-washington
SANDELLA'S FLATBREAD CAFE,2238 M ST NW,Washington, DC 20037,l-enfant-plaza-la-promenade-washington
SHANGHAI LOUNGE,1734 WISCONSIN AVE NW,Washington, DC 20015,shanghai-lounge-washington
BOWMAN'S PRODUCE,4707 SHERIFF RD NE,WASHINGTON, DC 20019,mad-rose-tavern-arlington
Firehook Bakery,1909 Q ST NW,Washington, DC 20009,firehook-bakery-washington-4
KITCHEN NO. 1 CARRYOUT,3208 O ST NW,Washington, DC 20007,tackle-box-washington
ATRIUM CAFE,1201 I ST NW,Washington, DC 20005,atrium-cafe-washington-3
IZAKAYA SEKI(N),1117 V ST NW,WASHINGTON, DC 20009,kushi-washington-2
MIO RESTAURANT,1110 VERMONT AVE NW,Washington, DC 20005,mio-restaurant-washington
CASTLE CAFE (Employee Cafe),1000 JEFFERSON DR SW,WASHINGTON, DC 20560,the-smithsonian-institution-washington
FOUR SEASONS HOTEL Swimming Pool,2810 PENNSYLVANIA AVE NW,WASHINGTON, DC 20007,la-chaumière-washington-2
MEHRAN REST & HOUSE OF KABOB,2138 PENNSYLVANIA AVE NW,Washington, DC 20037,aroma-indian-cuisine-washington-3
WEST END MARKET,2424 PENNSYLVANIA AVE NW,Washington, DC 20037,west-end-market-washington
WISEMILLER'S GROCERY & DELI,1236 36TH ST NW,Washington, DC 20007,wisemillers-grocery-and-deli-washington
WINNER CO,1332 9TH ST NW,Washington, DC 20009,winner-co-washington-3
SCULPTURE GARDEN PAVILLION,760 CONSTITUTION AVE NW,Washington, DC 20656,national-gallery-of-art-sculpture-garden-and-ice-rink-washington
TJ'S RESTURANT,1025 THOMAS JEFFERSON ST NW,Washington, DC 20007,founding-farmers-washington
Vendor-AHMED ICE CREAM-10594,11522 STEWART LN,SILVER SPRING, MD 20904,silver-spring-freshfarm-market-silver-spring-3
CHATEAU  (n),3439 BENNING RD NE,WASHINGTON, DC 20019,rock-and-roll-hotel-washington-2
POSTO (n),1515 14TH ST NW,Washington, DC 20005,great-wall-szechuan-house-washington
MASON INN,2408 WISCONSIN AVE NW,Washington, DC 20007,mason-inn-washington
COSI,1350 CONNECTICUT AVE NW,WASHINGTON, DC 20036,cosi-sandwich-bar-washington-4
Vendor-CRACKERLOKIN CAFÉ-10718,811 LACEWOOD TER,HYATTSVILLE, MD 20785,dc-divas-football-landover
CAFE CANTINA,1325 G ST NW,Washington, DC 20005,cafe-cantina-washington-3
UNCOMMON GROUNDS/LEAVEY CENTER,3800 RESERVOIR RD NW,Washington, DC 20057,uncommon-grounds-washington
GOOD HOPE CARRYOUT,1350 GOOD HOPE RD SE,Washington, DC 20020,mamas-kitchen-washington
THAI PLACE,2134 PENNSYLVANIA AVE NW,Washington, DC 20052,thai-place-washington
Vendor-PEACE & BLESSINGS-10621,2814 CITRUS LN,UPPER MARLBORO, MD 20774,money-one-federal-credit-union-upper-marlboro
HUDSON DELI,1301 PENNSYLVANIA AVE NW,Washington, DC 20004,hudson-deli-washington
TODAY'S CRAB HOUSE,2125 ALABAMA AVE SE,Washington, DC 20020,fuji-mountain-steakhouse-temple-hills
Vendor-CARIBBEAN CAFE II-10727,12506 PLEASANT PROSPECT RD,BOWIE, MD 20721,cosmedica-natural-day-spa-upper-marlboro
GNC,1336 WISCONSIN AVE NW,WASHINGTON, DC 20057,the-spice-and-tea-exchange-of-georgetown-washington
Vendor-CORNER MARKET-10719,7207 WOODYARD RD,UPPER MARLBORO, MD 20772,andrews-afb-air-show-andrews-air-force-base
M CAFE (n),1634 14TH ST NW,WASHINGTON, DC 20009,le-diplomate-washington
WORLD BANK,1818 H ST NW,Washington, DC 20433,the-world-bank-washington-2
UNITED HOUSE OF PRAYER,1123 HOWARD RD SE,Washington, DC 20020,united-house-of-prayer-for-all-people-washington-4
WAH SING RESTAURANT,2521 PENNSYLVANIA AVE SE,WASHINGTON, DC 20020,wahsing-restaurant-washington
SIMPLY BAHN MI,1624 WISCONSIN AVE NW,WASHINGTON, DC 20007,simply-banh-mi-washington
BELGA CAFE,514 8TH ST SE,Washington, DC 20003,belga-cafe-washington
BIRCH & BARLEY (n),1337 14TH ST NW,Washington, DC 20005,birch-and-barley-washington
PENN WAY MARKET,3833 PENNSYLVANIA AVE SE,Washington, DC 20020,harris-teeter-washington-2
MORTON'S  (n),3251 PROSPECT ST NW,WASHINGTON, DC 20007,mai-thai-washington-3
CONSTITUTION CAFE,1400 CONSTITUTION AVE NW,Washington, DC 20560,national-cherry-blossom-festival-parade-washington
RUTH CHRIS (n),750 9TH ST NW,Washington, DC 20560,oya-restaurant-and-lounge-washington
STARBUCKS,1801 COLUMBIA RD NW,Washington, DC 20009,starbucks-washington-93
USDA CARD SHOP,1400 INDEPENDENCE AVE SW,Washington, DC 20250,gourmet-too-washington
A A ENTERPRISES,3010 RHODE ISLAND AVE NE,WASHINGTON, DC 20018,hyattsville-auto-body-hyattsville
STARBUCKS,3700 O ST NW,Washington, DC 20007,uncommon-grounds-washington
FIVE GUYS L'ENFANT,470 L'ENFANT PLZ SW,Washington, DC 20024,basil-thyme-washington
AU BON PAIN,1101 VERMONT AVE NW,Washington, DC 20005,zoup-washington
SUBWAY,1551 ALABAMA AVE SE,Washington, DC 20032,subway-washington-94
INDIAN DELIGHT,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,indian-delight-washington-2
DAVIS ELEMENTARY SCHOOL,4430 H ST SE,WASHINGTON, DC 20019,sticky-rice-washington
Vendor-GOTTA EAT-10713,2407 GOOD HOPE RD SE,WASHINGTON, DC 20020,mamas-kitchen-washington
FRIENDSHIP TERRACE,20512 RESERVE FALLS TER,STERLING, VA 20165,the-wine-house-fairfax
CHINA AMERICAN INN,845 UPSHUR ST NW,Washington, DC 20011,china-american-inn-washington
18th STREET MARKET,3417 18TH ST NE,WASHINGTON, DC 20018,curbside-cupcakes-washington
STARBUCKS,1429 P ST NW,Washington, DC 20005,starbucks-coffee-washington-47
USDA CAFETERIA - SOUTH,1400 INDEPENDENCE AVE SW,Washington, DC 20250,department-of-agriculture-washington-2
QUIZNO'S,620 MICHIGAN AVE NE,WASHINGTON, DC 20064,quiznos-sub-washington-9
ITALIAN GOURMET MARKET DELI,1212 NEW YORK AVE NW,Washington, DC 20006,breadline-washington
JOYS SPA,2471 18TH ST NW,Washington, DC 20009,joys-spa-washington-2
MARIOS PIZZA,1401 25TH ST SE,Washington, DC 20020,marios-house-pizza-washington
MACARTHUR LIQUORS,4877 MACARTHUR BLVD NW,Washington, DC 20007,addy-bassins-macarthur-beverages-washington
DEPARTMENT OF INTERIOR CAFETERIA,1849 C ST NW,Washington, DC 20240,tonic-at-quigleys-bar-and-restaurant-washington-2
TURNER ELEMENTARY SCHOOL,3264 STANTON RD SE,WASHINGTON, DC 20020,teds-montana-grill-arlington
7-ELEVEN,2850 BLADENSBURG RD NE,Washington, DC 20018,7-eleven-food-stores-washington-12
SAFEWAY,4865 MACARTHUR AVE NW,Washington, DC 20007,safeway-washington-13
PAUL PUBLIC CHARTER SCHOOL,5800 8TH ST NW,WASHINGTON, DC 20011,zaytinya-washington
CHINA CAFE,612 DIVISION AVE NE,WASHINGTON, DC 20019,mitsitam-cafe-washington-3
ORIENTAL EXPRESS,3015 NAYLOR RD SE,WASHINGTON, DC 20020,oriental-express-washington
FOOD TOWN MARKET,4000 TUNLAW RD NW,Washington, DC 20007,surfside-washington
ASIAN AMERICAN RESTAURANT,1209 BRENTWOOD RD NE,WASHINGTON, DC 20018,asian-american-restaurant-washington
7-ELEVEN,3101 RHODE ISLAND AVE NE,Washington, DC 20018,glut-food-co-op-mount-rainier
PJ'S SANDWICH SHOP,529 14TH ST NW,Washington, DC 20045,the-hamilton-washington
HARDY MIDDLE SCHOOL,1819 35TH ST NW,WASHINGTON, DC 20007,georgetown-flea-market-washington
PRET A MANGER,1701 K ST NW,WASHINGTON, DC 20006,pret-a-manger-washington-7
SECRET OF NATURE,3923 SOUTH CAPITOL ST SW,Washington, DC 20032,secrets-of-natures-health-food-centers-washington
HOLIDAY INN GEORGETOWN,2121 WISCONSIN AVE NW,Washington, DC 20005,holiday-inn-washington-georgetown-washington
DUNKIN DONUTS,200 MACDILL BLVD SW,Washington, DC 20341,dunkin-donuts-washington-8
CVS/PHARMACY,2000 M ST NW,Washington, DC 20036,cvs-pharmacy-washington-62
DICKEYS,1710 I ST NW,Washington, DC 20006,dickeys-frozen-custard-washington
STARBUCKS,3800 RESERVOIR RD NW,Washington, DC 20057,starbucks-washington-60
METROPOL SQUARE NEWS,655 15TH ST NW,Washington, DC 20005,bang-salon-washington
CIRCLE CAFÉ,2201 C ST NW,Washington, DC 20520,albert-einstein-memorial-washington
PALISADES DELI AND MARKET,4554 MACARTHUR BLVD NW,Washington, DC 20007,palisades-deli-and-market-washington
STARBUCKS,1810 WISCONSIN AVE NW,Washington, DC 20007,starbucks-washington-35
MCDONALD'S,750 17TH ST NW,Washington, DC 20006,mcdonalds-washington-43
KING LIBERTY,2917 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,u-s-capitol-visitor-center-washington-2
MESKEREM RESTAURANT,2434 18TH ST NW,Washington, DC 20009,meskerem-washington
FOOD FOR LIFE,421 SEWARD SQ SE,WASHINGTON, DC 20003,mr-henrys-washington
MET CAFÉ,1725 F ST NW,Washington, DC 20006,met-cafe-washington
ATOMIC BILLIARDS (n),3427 CONNECTICUT AVE NW,Washington, DC 20008,spices-asian-restaurant-and-sushi-bar-washington
SUSHI AOI RESTAURANT,1100 NEW YORK AVE NW,Washington, DC 20005,sushi-aoi-washington
CAPITOL SUPERMARKET,1231 11TH ST NW,Washington, DC 20007,capitol-supermarket-washington
HOLIDAY INN,550 C ST SW,Washington, DC 20024,holiday-inn-capitol-washington
CARIBOU COFFEE COMPANY,601 13TH ST NW,Washington, DC 20005,peets-coffee-and-tea-washington-8
DOLLAR  PLUS,3041 NAYLOR RD SE,Washington, DC 20020,dollar-plus-food-store-washington-2
CONVENIENCE STORE & FOOD  EXPRESS,2743 MARTIN LUTHER KING AVE SE,WASHINGTON, DC 20020,bluejacket-washington
ALL MY CHILDREN,2323 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,anacostia-metro-station-washington
ELBOW,2216 MARTIN LUTHER  KING,Jr. AVE SE,WASHINGTON, DC 20020,bluejacket-washington
GREAT WALL SZECHUAN HOUSE,1527 14TH ST NW,Washington, DC 20005,great-wall-szechuan-house-washington
FACULTY CLUB/MAIN KITCHEN,3800 RESERVOIR RD NW,Washington, DC 20057,the-tombs-washington
CHOP'T,618 12TH ST NW,Washington, DC 20005,chopt-creative-salad-company-washington-4
EXPRESS MARKET,1223 GOOD HOPE RD SE,WASHINGTON, DC 20020,chicken-tortilla-washington
Ava Salon & Spa,225 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,ava-salon-and-spa-washington
LEE'S LIQUOR,2339 PENNSYLVANIA AVE SE,Washington, DC 20020,the-chesapeake-room-washington
UNITED MEDICAL CENTER CAFETERIA,1310 SOUTHERN AVE SE,Washington, DC 20032,national-air-and-space-museum-washington-3
GOOD HOPE SEAFOOD,1521 GOOD HOPE RD SE,Washington, DC 20020,big-chair-coffee-and-grill-washington
FAIRFAX LIQUORS,3851 PENNSYLVANIA AVE SE,Washington, DC 20020,schneiders-of-capitol-hill-washington
MARRIOTT WARDMAN PARK HOTEL / MAIN KITCHEN,2660 WOODLEY RD NW,Washington, DC 20008,washington-marriott-wardman-park-washington-4
MEDATERRA REST,2614 CONNECTICUT AVE NW,Washington, DC 20008,medaterra-washington
SUPREME COURT CAFETERIA,1 1ST ST NE,Washington, DC 20543,supreme-court-of-the-united-states-washington
HOT MAMAS,2028 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,capitol-city-subs-washington
CVS/PHARMACY,320 40TH ST NE,WASHINGTON, DC 20019,cvs-pharmacy-washington-23
THURGOOD MARSHALL ACADEMY,2427 MARTIN LUTHER KING JR AVE SE,WASHINGTON, DC 20020,anthony-bowen-ymca-branch-washington-2
PEET'S COFFEE & TEA,601 13TH ST NW,Washington, DC 20005,peets-coffee-and-tea-washington-8
Mimosa Salon,1706 CONNECTICUT AVE NW,WASHINGTON, DC 20009,mimosa-beauty-salon-washington
DELICIAS MARKET,5505 14TH ST NW,WASHINGTON, DC 20011,delicias-market-washington-3
PAOLO'S RESTAURANT,1303 WISCONSIN AVE NW,Washington, DC 20007,paolos-ristorante-washington
THE PITA PIT,616 23RD ST NW,Washington, DC 20052,gallery-salad-bar-and-grill-washington
JOHNSON MIDDLE SCHOOL,1400 BRUCE PL SE,WASHINGTON, DC 20020,washington-nationals-baseball-club-washington
WHITMAN WALKER CLINIC,1711 14TH ST NW,Washington, DC 20005,whitman-walker-health-washington-2
MARTHA MARKET,2400 MINNESOTA AVE SE,Washington, DC 20020,marthas-market-washington
LAS CANTERAS (n),2307 18TH ST NW,Washington, DC 20009,las-canteras-washington
LAX WINE & SPIRITS,3035 NAYLOR RD SE,Washington, DC 20020,cafe-8-washington
NATIONAL MUSEUM OF AMERICA,300 MARYLAND AVE SW,Washington, DC 20560,national-museum-of-the-american-indian-washington
RESIDENCE INN,333 E ST SW,WASHINGTON, DC 20024,residence-inn-marriott-capitol-hill-washington
LIZZY'S CAFE,1100 ALABAMA AVE SE,WASHINGTON, DC 20020,lulu-sage-salon-and-spa-alexandria
CHEVRON GAS & CONVENIENCE STORE,4200 NANNIE HELEN BURROUGHS ST NE,Washington, DC 20019,national-museum-of-natural-history-washington
VARIETY MOBILE FOOD,1701 14TH ST SE,WASHINGTON, DC 20020,cava-mezze-dc-washington-2
NEIGHBORHOOD PHARMACY,1932 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,harris-teeter-washington-2
WEST WING CAFE,1 THOMAS CIR NW,Washington, DC 20005,west-wing-cafe-washington-6
POPEYE'S CHICKEN & BISCUITS,2721 NAYLOR RD SE,Washington, DC 20020,popeyes-chicken-and-biscuits-washington-6
PRET A MANGER,1155 F ST NW,WASHINGTON, DC 20005,crumbs-bake-shop-washington
TRAVEL TRADERS #221,1400 M ST NW,Washington, DC 20005,asia-nine-bar-and-lounge-washington
NEW SEVEN MARKET,1406 GOOD HOPE RD SE,Washington, DC 20020,chicken-tortilla-washington
EPICUREAN AND COMPANY,4250 CONNECTICUT AVE NW,Washington, DC 20008,siam-house-thai-restaurant-washington
ROSEMARYS THYME BISTRO(n),1801 18TH ST NW,Washington, DC 20009,mandu-washington
WAGNER'S LIQUORS,1717 WISCONSIN AVE NW,Washington, DC 20007,wagners-liquor-and-wine-washington
MARTIN LUTHER KING GROCERY,2420 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,washington-plaza-hotel-washington-2
NATIONAL MUSEUM OF AMERICAN HISTORY/CONSTITUTION C,1400 CONSTITUTION AVE NW,Washington, DC 20560,national-museum-of-american-history-washington
AN UNCOMMON CAFE @ DOE FORRESTAL MAIN,1000 INDEPENDENCE AVE SW,WASHINGTON, DC 20585,truckeroo-washington-2
WASHINGTON VIEW,2629 DOUGLAS RD SE APT 202,Washington, DC 20020,frederick-douglass-national-historic-site-washington
SIP OF SEATTLE,1120 G ST NW,WASHINGTON, DC 20005,sip-of-seattle-washington
WESTIN WASHINGTON,1400 M ST NW,Washington, DC 20005,the-westin-washington-d-c-city-center-washington-3
CHEZ BILLY'S,3813 GEORGIA AVE NW,WASHINGTON, DC 20011,chez-billy-washington
MORE UNCOMMON GROUNDS,3800 RESERVOIR RD NW,Washington, DC 20057,uncommon-grounds-washington
LADY CAMELLIA,3261 PROSPECT ST NW,WASHINGTON, DC 20007,lady-camellia-washington
Vendor-NEW YORK EXPRESS-#####,6106 FOX HILL ST,SPRINGFIELD, VA 22150,offenbachers-patio-fireplace-grills-billiards-springfield
The Right Way Barber Shop and Beauty Salon,1736 GOOD HOPE RD SE,Washington, DC 20020,the-right-way-barbershop-and-beauty-salon-washington
YES ORGANIC MARKET,2323 Pennsylvania AVE SE,WASHINGTON, DC 20020,fairlawn-market-washington-2
COSI/STARBUCKS/GRAB-N-GO,3800 RESERVOIR RD NW,Washington, DC 20057,georgetown-university-hotel-and-conference-center-washington
SAFEWAY,4034 Georgia AVE NW,WASHINGTON, DC 20011,yes-organic-market-washington-8
PIZZA BOLI'S,3027 NAYLOR RD SE,Washington, DC 20020,pizza-bolis-washington-10
CAFE TWELVE,409 12TH ST SW,Washington, DC 20024,cafe-twelve-washington
STARBUCKS,3050 K ST NW,Washington, DC 20007,starbucks-coffee-washington-52
BUREAU OF ENGRAVING,301 14TH ST SW,Washington, DC 20024,bureau-of-engraving-and-printing-washington
SURF SIDE,2444 Wisconsin AVE NW,WASHINGTON, DC 20007,surfside-washington
WE, THE PIZZA,305 PENNSYLVANIA AVE SE,Washington, DC 20003,we-the-pizza-washington-2
PIZZA HUT,2845 ALABAMA AVE SE,Washington, DC 20020,pizza-hut-washington-18
DC Nail,1915 MICHIGAN AVE NE,Washington, DC 20017,nails-dc-washington
ULAH BISTRO,1214 U ST NW,Washington, DC 20009,ulah-bistro-washington
RIVERSIDE GRILLE,3050 K ST NW,Washington, DC 20007,nicks-riverside-grill-washington-2
BON MI RESTAURANT (d),900 19TH ST NW,WASHINGTON, DC 20006,pret-a-manger-washington
MISS SAIGON,3057 M ST NW,Washington, DC 20007,miss-saigon-restaurant-washington
PINKBERRY,3288 M ST NW,Washington, DC 20007,pinkberry-washington-2
7-ELEVEN,2501 BENNING RD NE,WASHINGTON, DC 20019,7-eleven-washington-24
Nectar Skin Bar,1633 WISCONSIN AVE NW,WASHINGTON, DC 20007,nectar-skin-bar-washington
ELEPHANT AND CASTLE PUB RESTAURANT,900 19TH ST NW,WASHINGTON, DC 20006,elephant-and-castle-washington-3
BENNING LIQUOR,3445 BENNING RD NE,Washington, DC 20019,benning-road-metro-station-washington
CRUMBS BAKE SHOP,1899 L ST NW,WASHINGTON, DC 20036,crumbs-bake-shop-washington-4
TWIST/Savoy Hotel,2505 WISCONSIN AVE NW,Washington, DC 20007,roam-fitness-washington
MACARON BEE,1669 WISCONSIN AVE NW,WASHINGTON, DC 20007,macaron-bee-washington
ANGELICO PIZZERIA,7311 GEORGIA AVE NW,Washington, DC 20012,angelico-pizzeria-washington
PENN DOLLAR PLUS MARKET,2324 PENNSYLVANIA AVE SE,WASHINGTON, DC 20020,thai-orchids-kitchen-washington
AUTOZONE,4045 MINNESOTA AVE NE,WASHINGTON, DC 20019,budget-truck-rental-washington-8
G-DUB JAVA,2201 G ST NW,Washington, DC 20052,gw-delicatessen-washington
KING'S CAFE,2100 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,kings-cafe-washington
MUZE - MANDARIN ORIENTAL WASHINGTON DC HOTEL,1330 MARYLAND AVE SW,Washington, DC 20024,souwester-washington-2
LEDO'S PIZZA RESTAURANT/CASHBAH CAFE,1721 WISCONSIN AVE NW,Washington, DC 20007,casbah-cafe-washington
BIG D LIQUOR,4173 MINNESOTA AVE NE,WASHINGTON, DC 20019,costco-washington-2
99 CENTS DAYS,3936 MINNESOTA AVE NE,Washington, DC 20019,jannat-kabob-and-pizza-washington
NOODLES & COMPANY,1667 K ST NW,WASHINGTON, DC 20006,noodles-and-company-washington-4
CAFE PHILLIPS,425 3RD ST SW,WASHINGTON, DC 20024,cafe-phillips-washington-9
ATRIUM CAFE,1000 CONSTITUTION AVE NW,Washington, DC 20560,national-museum-of-natural-history-washington
CAPITOL VIEW MARKET,4920 Central AVE NE,WASHINGTON, DC 20019,taylor-gourmet-washington-3
PRET A MANGER,1825 NW I ST NW,Washington, DC 20006,pret-a-manger-washington
EL RINCON ESPANOL,1826 COLUMBIA RD NW,Washington, DC 20009,el-rincon-espanol-washington
ELEVATION  BURGER, SUBWAY, SALAD CREATION,3800 RESERVOIR RD NW,Washington, DC 20057,kafe-leopold-washington-3
KOTOBUKI,4822 MACARTHUR BLVD NW,Washington, DC 20007,makoto-restaurant-washington
EVERYTHING YOGURT & SALAD CAFE,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,central-michel-richard-washington
LORI'S HOSPITAL GIFT SHOPS,3800 RESERVOIR RD NW,Washington, DC 20057,bens-chili-bowl-washington
M&C GIFT SHOP,775 12TH ST NW,Washington, DC 20005,macys-washington
VITAL VITTLES,3800 RESERVOIR RD NW,Washington, DC 20057,epicurean-and-company-washington-2
AU BON PAIN,470 L'ENFANT PLZ SW,Washington, DC 20024,au-bon-pain-washington-14
