establishment_name,address,city,state_zip,yelp_id
BAYOU,2519 PENNSYLVANIA AVE NW,Washington, DC 20037,bayou-washington
MAGIC GOURD RESTAURANT,528 23RD ST NW,Washington, DC 20037,magic-gourd-restaurant-washington
BEST WESTERN GEORGETOWN SUITES,1121 NEW HAMPSHIRE AVE NW,Washington, DC 20037,best-western-georgetown-washington-dc
CVS/PHARMACY,1275 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,cvs-pharmacy-washington-77
LITTLE RED FOX,5035 CONNECTICUT AVE NW,Washington, DC 20008,little-red-fox-washington
MUZETTE RESTAURANT (n),2305 18TH ST NW,WASHINGTON, DC 20009,himalayan-heritage-restaurant-washington
BLUE DUCK TAVERN (PARK HYATT),1201 24TH ST NW,Washington, DC 20037,park-hyatt-washington-washington
BLO BLOW DRY BAR,2130 P ST NW,WASHINGTON, DC 20037,blo-blow-dry-bar-dupont-washington
PREGO AGAIN,1617 17TH ST NW,Washington, DC 20009,prego-again-washington
OMNI HOTEL - MORSELS,2500 CALVERT ST NW,Washington, DC 20008,perrys-restaurant-washington
SWEETGREEN,2238 M ST NW,Washington, DC 20037,sweetgreen-washington-11
BREAD & CHOCOLATE,2301 M ST NW,Washington, DC 20037,bread-and-chocolate-washington
BURGER TAP AND SHAKE/DISTRICT  COMMONS,2200 PENNSYLVANIA AVE NW,WASHINGTON, DC 20037,district-commons-washington-3
7-ELEVEN,1850 M ST NW,Washington, DC 20036,7-eleven-washington-18
MAD HATTER,1319 Connecticut AVE NW,WASHINGTON, DC 20003,fiesta-washington-2
SIMPLE BAR & GRILL,5828 GEORGIA AVE NW,Washington, DC 20011,simple-bar-and-grill-washington
RITE AID,4635 SOUTH CAPITOL ST SW,Washington, DC 20024,rite-aid-washington-14
CAFE GRANDE,1775 K ST NW,Washington, DC 20037,cafe-grande-washington
CAPITOL CITY WHOLESALERS,1285 4TH ST NE UNIT A,WASHINGTON, DC 20005,rappahannock-oyster-bar-washington
CAFE MANNA,1900 M ST NW,WASHINGTON, DC 20036,cafe-manna-washington
CAMPONO CAFE,600 NEW HAMPSHIRE AVE NW,Washington, DC 20037,campono-washington
CIRCA AT FOGGY BOTTOM,2221 I ST NW,WASHINGTON, DC 20037,circa-at-foggy-bottom-washington-2
GRAND DELI,300 E ST SW,Washington, DC 20024,grand-deli-and-cafe-washington
PEACHES KITCHEN,6214 3RD ST NW,Washington, DC 20011,peaches-kitchen-washington
NORTH SEA CARRY OUT,2479 18TH ST NW,Washington, DC 20009,north-sea-restaurant-washington
LOST SOCIETY (n),2001 14TH ST NW,WASHINGTON, DC 20009,lost-society-washington
CVS/PHARMACY,2550 VIRGINIA AVE NW,WASHINGTON, DC 20037,cvs-pharmacy-washington-24
SAFEWAY,2845 ALABAMA AVE SE,Washington, DC 20020,safeway-food-and-drug-washington-7
CVS/PHARMACY,2240 M ST NW,Washington, DC 20037,cvs-pharmacy-washington-39
MR SMITH'S OF GEORGETOWN,3104 M ST NW,Washington, DC 20007,mr-smiths-of-georgetown-washington
CORK MARKET,1805 14TH ST NW,Washington, DC 20009,masa-14-washington
7-ELEVEN,3000 CONNECTICUT AVE NW,Washington, DC 20008,cathedral-pharmacy-washington-2
SPIRIT OF WASHINGTON,600 WATER ST SW,Washington, DC 20024,odyssey-washington-dc-washington
SHERATON HOTEL GIFT SHOP,1201 K ST NW,Washington, DC 20005,district-grill-washington
DISH,924 25TH ST NW,Washington, DC 20037,dish-drinks-washington
ROOFERS UNION,2446 18TH ST NW,Washington, DC 20009,mellow-mushroom-washington
PRINCE CAFE (s),1042 WISCONSIN AVE NW,Washington, DC 20007,prince-cafe-washington-4
EAST POTOMAC GOLF COURSE,972 OHIO DR SW,Washington, DC 20024,east-potomac-pool-washington
DOUBLETREE GUEST SUITES WASHINGTON DC,801 NEW HAMPSHIRE AVE NW,Washington, DC 20037,notti-bianche-washington
DOUBLETREE SUITES,801 NEW HAMPSHIRE AVE NW,Washington, DC 20037,doubletree-suites-by-hilton-washington
SPRINKLES,3015 M ST NW,Washington, DC 20007,sprinkles-cupcakes-washington
MADAM'S ORGAN (n),2461 18th ST NW,WASHINGTON, DC 20009,madams-organ-washington
EMBASSY MOBIL,2200 P ST NW,Washington, DC 20037,embassy-service-center-washington
EMBASSY SUITES HOTEL,1250 22ND ST NW,Washington, DC 20037,embassy-suites-washington-dc-washington
POTBELLY SANDWICH WORKS,900 19TH ST NW,WASHINGTON, DC 20006,bonmi-washington
FIREPLACE RESTAURANT,2161 P ST NW,Washington, DC 20037,urbana-washington
GW DELI,2133 G ST NW,Washington, DC 20037,gw-delicatessen-washington
GALLERY NEWS & MORE,1957 E ST NW,Washington, DC 20037,the-corcoran-gallery-of-art-washington
DARLINGTON HOUSE,1610 20TH ST NW,Washington, DC 20009,darlington-house-washington
AL'S PIZZA,1382 EAST CAPITOL ST NE,Washington, DC 20003,als-gourmet-pizza-washington
DUKES GROCERY,1513 17TH ST NW,Washington, DC 20036,dukes-grocery-washington
Vendor-CONCIOUS MINDS-10749,1251 HOWSON PL SW,WASHINGTON, DC 20024,king-ribs-washington-2
QUIZNO'S,1025 VERMONT AVE NW,Washington, DC 20005,quiznos-washington-3
IFC COFFEE BAR,2121 Pennsylvania AVE NW,WASHINGTON, DC 20037,el-chalán-nw-washington-2
JUNIPER (FAIRMONT),2401 M ST NW,Washington, DC 20037,juniper-express-washington
DEPOT - STAR VENDING,1107 GOOD HOPE RD SE,Washington, DC 20020,union-station-washington
MARCEL'S(n),2401 PENNSYLVANIA AVE NW,Washington, DC 20037,circle-bistro-washington
CAPTAIN WHITE SEAFOOD - RAW BAR -13,1100 MAINE AVE SW,Washington, DC 20024,maine-avenue-fish-market-washington
FRESH MED MEDITERRANEAN RESTAURANT,3313 CONNECTICUT AVE NW,Washington, DC 20008,fresh-med-washington
MARVELOUS MARKET,3217 P ST NW,Washington, DC 20037,marvelous-market-washington
WATKINS ELEMENTARY SCHOOL,420 12TH ST SE,WASHINGTON, DC 20003,chef-geoffs-rockville-rockville
MCFADDEN'S Restaurant and Saloon,2401 PENNSYLVANIA AVE NW,Washington, DC 20037,mcfaddens-restaurant-and-saloon-washington
ONE WASHINGTON CIRCLE HOTEL/CIRCLE BISTRO,1 WASHINGTON CIR NW,Washington, DC 20037,one-washington-circle-washington-2
SOLLY'S U STREET TAVERN,1942 11TH ST NW,Washington, DC 20009,kostume-karaoke-washington
BAJA FRESH MEXICAN GRILL,1990 K ST NW,Washington, DC 20006,baja-fresh-washington
PANDA CAFÉ,2138 PENNSYLVANIA AVE NW,Washington, DC 20037,panda-cafe-washington-2
LAUGHING MAN/ASTRO DONUTS & FRIED CHICKEN,1306 G ST NW,Washington, DC 20005,chef-geoffs-downtown-washington
KABUKI,1331 PENNSYLVANIA AVE NW,Washington, DC 20014,kabuki-washington
PIZZA AUTENTICA,425 3RD ST SW,WASHINGTON, DC 20024,pizza-authentica-washington-3
PITA PIT,616 23RD ST NW,Washington, DC 20037,gallery-salad-bar-and-grill-washington
THE GIBSON (n),2009 14TH ST NW,Washington, DC 20009,the-gibson-washington
RASIKA WEST END,1177 22ND ST NW,WASHINGTON, DC 20037,rasika-west-end-washington
RESIDENCE INN,2120 P ST NW,Washington, DC 20037,residence-inn-marriott-dupont-circle-washington
SUBWAY,3504 12TH ST NE,Washington, DC 20017,jersey-mikes-subs-washington-3
SIZZLING EXPRESS,538 23RD ST NW,Washington, DC 20037,sizzling-express-washington-6
CAFE CANTINA,3050 K ST NW,Washington, DC 20007,cafe-cantina-washington
RIVERSIDE LIQUORS,2123 E ST NW,Washington, DC 20037,riverside-liquors-washington
SCHOOL WITHOUT WALLS SHS,2130 G ST NW,WASHINGTON, DC 20037,founding-farmers-washington
Café Dupont,1500 NEW HAMPSHIRE AVE NW,Washington, DC 20036,bar-dupont-washington-2
THE CUPBOARD,1504 EAST CAPITOL ST NE,WASHINGTON, DC 20003,the-cupboard-washington
7-ELEVEN,5501 SOUTH DAKOTA AVE NE,WASHINGTON, DC 20011,brown-and-vaz-exxon-washington
2400 14TH ST NW SWIMMING POOL,2400 14TH ST NW,Washington, DC 20009,washington-sports-club-washington-12
WEST END BISTRO (RITZ-CARLTON WASHINGTON DC),1150 22ND ST NW,Washington, DC 20037,westend-bistro-washington
SOI 38,2101 L ST NW,WASHINGTON, DC 20037,soi-38-washington-2
SOHO TEA & COFFEE,2150 P ST NW,Washington, DC 20037,soho-tea-and-coffee-washington
BUSBOYS & POETS,2021 14TH ST NW,Washington, DC 20009,story-league-washington
TENLEY CAFÉ,4300 NEBRASKA AVE NW,Washington, DC 20016,xiu-xiu-nail-spa-washington
STATE LIQUORS,2159 P ST NW,Washington, DC 20037,state-liquors-washington
RIALTO,2915 M ST NW,Washington, DC 20007,rialto-washington
SUBWAY,2401 E ST NW,WASHINGTON, DC 20037,potbelly-sandwich-works-washington-12
MCDONALD'S L'ENFANT PLAZA,955 L'ENFANT PLZ SW,Washington, DC 20024,mcdonalds-washington-42
SUBWAY,2517 PENNSYLVANIA AVE NW,Washington, DC 20037,subway-washington-35
KINTARO,1039 33RD ST NW,Washington, DC 20007,kintaro-washington
ENO WINE BAR (n),2810 PENNSYLVANIA AVE NW,WASHINGTON, DC 20007,taj-of-india-cuisine-washington
SELAM RESTAURANT,1524 U ST NW,Washington, DC 20009,selam-restaurant-washington
THE RITZ CARTON,1150 22ND ST NW,Washington, DC 20037,meiwah-washington
THE 51ST STATE(N),2512 L ST NW,Washington, DC 20037,bayou-washington
FLAVORS OF INDIA,2524 L ST NW,Washington, DC 20037,flavors-of-india-washington-3
THE GWU / NOTTI BIANCHE,824 NEW HAMPSHIRE AVE NW,Washington, DC 20037,notti-bianche-washington
RED LOUNGE (n),2013 14TH ST NW,Washington, DC 20009,the-gibson-washington
THE SPORTS CLUB - WASHINGTON DC,1170 22ND ST NW,Washington, DC 20037,the-ritz-carlton-washington-d-c-washington
FIVE GUYS,1825 NW I ST NW,Washington, DC 20006,international-square-washington
THE SPORTS CLUB/LA - MASSAGE,1170 22ND ST NW,Washington, DC 20037,the-ritz-carlton-washington-d-c-washington
ESTADIO RESTURANT (n),1520 14TH ST NW,WASHINGTON, DC 20006,the-pig-washington-2
THE WESTIN GRAND WASHINGTON D.C.,2350 M ST NW,Washington, DC 20037,the-westin-georgetown-washington-d-c-washington
CAPTAIN WHITE'S SEAFOOD CITY,1100 MAINE AVE SW,Washington, DC 20024,maine-avenue-fish-market-washington
POUND ON THE HILL,621 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,pound-the-hill-washington
ANNIE'S ACE HARDWARE,1240 UPSHUR ST NW,WASHINGTON, DC 20011,annies-ace-hardware-washington
WASHINGTON MARRIOTT HOTEL - MAIN KITCHEN,1221 22ND ST NW,Washington, DC 20037,meiwah-washington
CAFE PHILLIPS,1201 PENNSYLVANIA AVE NW,Washington, DC 20004,cafe-phillips-washington-8
WATERGATE PASTRY,2534 VIRGINIA AVE NW,Washington, DC 20037,watergate-pastry-washington
CAFE PHILLIPS,1401 H ST NW,WASHINGTON, DC 20005,cafe-phillips-washington-3
SAFEWAY,1747 COLUMBIA RD NW,Washington, DC 20009,safeway-washington-2
WATERGATE WINE & BEVERAGES,2544 VIRGINIA AVE NW,Washington, DC 20037,watergate-wine-and-beverage-washington
TODAY' S NEWStand,529 14TH ST NW,Washington, DC 20045,busboys-and-poets-washington-2
TRADER JOES,1101 25TH ST NW,Washington, DC 20037,trader-joes-washington
1 WEST DUPONT CIRCLE WINE & LIQUORS,2012 P ST NW,Washington, DC 20036,al-tiramisu-washington
JJ'S CHEESE STEAK,1939 14TH ST NW,Washington, DC 20009,jjs-cheesesteaks-washington
AGORA RESTAURANT,1527 17TH ST NW,Washington, DC 20036,agora-restaurant-washington
ORIENTAL CAFE,1636 R ST NW,Washington, DC 20009,oriental-cafe-washington
3 PIZANOS,1815 M ST NW,WASHINGTON, DC 20036,3-pizanos-washington
C ALAN SALON & SPA,2100 MARTIN LUTHER KING JR AVE SE,Washington, DC 20020,the-red-chair-at-c-alan-signature-salon-washington
14K RESTAURANT & LOUNGE,1001 14TH ST NW,Washington, DC 20037,14-k-restaurant-and-lounge-washington
AL TIRAMASU,2014 P ST NW,Washington, DC 20036,bar-cöde-washington-2
ARGYLE CONVENIENT STORE,3220 17TH ST NW UNIT C-50,WASHINGTON, DC 20036,vidalia-washington
AU BON PAIN,1850 M ST NW,Washington, DC 20036,au-bon-pain-washington-3
GATEWAY NEWSSTAND,420 10TH ST SW,WASHINGTON, DC 20024,union-station-washington
Vendor-THOMAS & SONS-10774,1231 SAVANNAH ST SE,WASHINGTON, DC 20032,the-slip-inn-bolling-afb
7-ELEVEN #35608,3900 MARTIN LUTHER KING AVE ST SW,WASHINGTON, DC 20032,indian-head-thrift-store-oxon-hill
BLACK ROOSTER,1919 L ST NW,Washington, DC 20036,black-rooster-pub-washington
BODYSMITH GYM JUICE BAR,1630 14TH ST NW,WASHINGTON, DC 20009,press-juice-bar-washington
MCDONALD'S,2529 GOOD HOPE RD SE,Washington, DC 20020,mcdonalds-washington-51
BOLOCO,1028 19TH ST NW,WASHINGTON, DC 20036,boloco-burritos-washington
CITIES RESTAURANT & LOUNGE (s),919 19TH ST NW,WASHINGTON, DC 20006,cities-restaurant-and-lounge-washington-2
NILE MARKET,7815 GEORGIA AVE NW,Washington, DC 20012,nile-market-and-kitchen-washington
C.F. FOLKS,1225 19TH ST NW,Washington, DC 20036,cf-folks-restaurant-washington
EL CENTRO D.F.,1218 WISCONSIN AVE NW,Washington, DC 20007,el-centro-df-georgetown-washington
CRUMBS AND COFFEE,1737 COLUMBIA RD NW,Washington, DC 20009,crumbs-and-coffee-washington
FIVE GUYS FAMOUS BURGERS & FRIES,1645 CONNECTICUT AVE NW,WASHINGTON, DC 20009,five-guys-burgers-and-fries-washington-6
POTBELLY SANDWICH,409 3RD ST SW,Washington, DC 20024,potbelly-sandwich-shop-washington-22
EMBASSY ROW HOTEL,2015 massachusetts AVE NW,WASHINGTON, DC 20036,the-embassy-row-hotel-washington
NEW YORK CAFE,1425 NEW YORK AVE NW,Washington, DC 20005,new-york-cafe-washington
ROTI MEDITERRANEAN GRILL,2221 I ST NW,WASHINGTON, DC 20037,roti-mediterranean-grill-washington-5
CAFÉ CHOPSTICKS 19th STREET,1020 19TH ST NW,Washington, DC 20036,sichuan-pavilion-washington
CAFÉ CITRON (n),1343 CONNECTICUT AVE NW,Washington, DC 20036,café-citron-washington-3
HARRIS TEETER,1631 KALORAMA RD NW,WASHINGTON, DC 20011,harris-teeter-washington
CAFE LUNA,1633 P ST NW,Washington, DC 20036,fox-and-hounds-lounge-washington
HOLY TRINITY,1325 36th ST NW,WASHINGTON, DC 20007,holy-trinity-catholic-church-washington-2
SUBWAY SANDWICH & SALAD,1391 PENNSYLVANIA AVE SE APT 366,Washington, DC 20003,mangialardo-and-sons-washington
QUIZNO'S,4481 CONNECTICUT AVE NW,Washington, DC 20008,quiznos-washington-14
CAPITOL GROUNDS COFFEE,1010 17TH ST NW,Washington, DC 20036,capitol-grounds-cafe-washington-2
BLACK AND ORANGE(n),1300 CONNECTICUT AVE NW,Washington, DC 20036,black-and-orange-washington
CAPRIOTTI'S SANDWICH SHOP,1800 M ST NW,Washington, DC 20036,bub-and-pops-washington
LEBANESE TAVERNA,2641 CONNECTICUT AVE NW,Washington, DC 20008,lebanese-taverna-washington
CAPITOL GROUNDS COFFEE,2100 PENNSYLVANIA AVE NW,Washington, DC 20036,capitol-grounds-coffee-washington-2
HOWARD ROAD ACADEMY,2405 MARTIN LUTHER KING JR AVE SE,WASHINGTON, DC 20020,the-brixton-washington
CARIBOU COFFEE COMPANY,1101 17TH ST NW,Washington, DC 20036,caribou-coffee-washington
BROOKVILLE SUPERMARKET,3427 CONNECTICUT AVE NW,Washington, DC 20008,brookville-supermarket-washington
CASEY'S COFFEE,2000 L ST NW,WASHINGTON, DC 20036,caseys-coffee-washington-3
CHING CHING CHA TEA HOUSE,1063 WISCONSIN AVE NW,Washington, DC 20036,ching-ching-cha-washington
CHIPOTLE,1837 M ST NW,Washington, DC 20036,chipotle-washington-2
MOE'S SOUTHWEST GRILL,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,moes-southwest-grill-washington-3
SOUPERGIRL,314 CARROLL ST NW,Washington, DC 20012,soupergirl-washington
CHOCOLATE CHOCOLATE,1130 CONNECTICUT AVE NW,Washington, DC 20036,chocolate-chocolate-washington
SPAR LIQUORS,3916 SOUTH CAPITOL ST SE,Washington, DC 20032,ceiba-washington-2
GW HOSPITAL CAFETERIA,900 23RD ST NW,Washington, DC 20037,george-washington-university-hospital-cafeteria-washington
KRON CHOCOLATIER,5300 WISCONSIN AVE NW,Washington, DC 20015,kron-chocolatier-washington
CHOP'T,1300 CONNECTICUT AVE NW,Washington, DC 20036,chopt-creative-salad-company-washington-2
CHOCOLATE MOOSE,1743 L ST NW,Washington, DC 20036,chocolate-moose-washington
CHOP'T CREATIVE SALAD,1105 19TH ST NW,WASHINGTON, DC 20036,boloco-burritos-washington
GAZUZA LOUNGE (n) (s),1629 CONNECTICUT AVE NW,Washington, DC 20009,gazuza-washington-2
PICA TACO,1629 COLUMBIA RD NW,Washington, DC 20009,pica-taco-washington-3
CONNECTICUT AVENUE WINE & LIQUOR & DELI,1529 CONNECTICUT AVE NW,Washington, DC 20036,connecticut-avenue-wine-and-liquors-washington
CORNER BAKERY CAFE,1828 L ST NW,Washington, DC 20036,cozy-cafe-washington-2
CVS/PHARMACY,1403 WISCONSIN AVE NW,WASHINGTON, DC 20007,cvs-pharmacy-washington-46
COZY CAFE,1828 L ST NW,Washington, DC 20036,cozy-cafe-washington-2
NOOSHI-CAPITOL HILL,524 8TH ST SE,WASHINGTON, DC 20003,nooshi-washington-2
DEAN & DELUCA,3276 M ST NW,Washington, DC 20036,dean-and-deluca-washington
DISTRICT TACO,1919 M ST NW,Washington, DC 20036,district-taco-washington-4
DUPONT COFFEE SHOP,1234 19TH ST NW,Washington, DC 20036,dupont-coffee-shop-washington
DeLuca Studio,2028 P ST NW,Washington, DC 20036,deluca-massage-washington-3
DOMINO'S PIZZA,1500 PENNSYLVANIA AVE SE,WASHINGTON, DC 20013,new-york-pizza-washington-2
ANCHOR MENTAL HEALTH ASSOCIATION,1001 LAWRENCE ST NE,WASHINGTON, DC 20017,bens-chili-bowl-washington
LOEB'S  RESTAURANT,1712 I ST NW,Washington, DC 20006,wicked-waffle-washington
DUPONT PIZZA,2004 P ST NW,Washington, DC 20036,ezme-restaurant-and-wine-bar-washington
JIMMY JOHN'S GOURMET SANDWICHES,1208 G ST NW,WASHINGTON, DC 20005,jimmy-johns-washington-9
ELI'S RESTAURANT,1253 20TH ST NW,Washington, DC 20036,elis-restaurant-washington-3
EDIBLE ARRANGEMENTS,1740 M ST NW,Washington, DC 20036,edible-arrangements-washington
FIESTA RESTAURANT(n),1325 CONNECTICUT AVE NW,Washington, DC 20036,café-citron-washington-3
UTOPIA NAIL,3710 14TH ST NW,Washington, DC 20005,utopia-nails-and-spa-washington
WHOLE FOODS MARKET,2201 I ST NW,WASHINGTON, DC 20037,whole-foods-washington
MATISSE BAR AND GRILL(n),4934 WISCONSIN AVE NW,Washington, DC 20016,national-gallery-of-art-washington
CHI CHA LOUNGE (n) (s),1624 U ST NW,Washington, DC 20009,local-16-washington
CAROLINA KITCHEN BAR & GRILL,2300 WASHINGTON PL NE,WASHINGTON, DC 20018,carolina-kitchen-bar-and-grill-washington
RUSSIA HOUSE,1800 CONNECTICUT AVE NW,Washington, DC 20009,russia-house-restaurant-and-lounge-washington-2
7 VALUE,3900 MINNESOTA AVE NE,WASHINGTON, DC 20019,langston-golf-course-and-driving-range-washington-2
AMORINI PANINI (d),801 18TH ST NW,Washington, DC 20006,amorini-panini-washington-2
AMSTERDAM FALAFELSHOP,2425 18TH ST NW,Washington, DC 20006,amsterdam-falafelshop-washington-4
PETE'S CARRY OUT,212 2ND ST SE,Washington, DC 20003,le-bon-cafe-washington
7-ELEVEN,514 19TH ST NW,Washington, DC 20006,7-eleven-washington-13
CAFE TU-O-TU,2816 PENNSYLVANIA AVE NW,Washington, DC 20007,cafe-tu-o-tu-washington
AU BON PAIN,1850 K ST NW,Washington, DC 20006,international-square-washington
BAMBU,5101 MACARTHUR BLVD NW,Washington, DC 20016,bambu-washington-3
PRET A MANGER,1399 NEW YORK AVE NW,WASHINGTON, DC 20005,pret-a-manger-washington-6
AU BON PAIN,1701 PENNSYLVANIA AVE NW,Washington, DC 20006,au-bon-pain-washington-11
BLUEJACKET,300 TINGEY ST SE,WASHINGTON, DC 20003,buzz-bakery-washington
UNITED HOUSE OF PRAYER,1123 GOOD HOPE RD SE,Washington, DC 20020,united-house-of-prayer-for-all-people-washington-4
AU BON PAIN,1724 L ST NW,Washington, DC 20006,au-bon-pain-washington-5
AU BON PAIN CAFE,801 17TH ST NW,WASHINGTON, DC 20006,au-bon-pain-washington-35
AXIAN FOOD FACTORY,1915 I ST NW,Washington, DC 20006,axian-food-factory-washington
POLLO GRANJERO,1742 COLUMBIA RD NW,Washington, DC 20009,pollo-granjero-washington
HAPPY MARKET,5507 COLORADO AVE NW,WASHINGTON, DC 20011,chocolate-crust-washington
CAFE OLE',4000 WISCONSIN AVE NW,Washington, DC 20016,serenity-day-spa-washington
BARBER OF HELLS BOTTOM,816 Rhode Island AVE NW,WASHINGTON, DC 20006,barber-of-hells-bottom-washington
MACOMBO LOUNGE,5335 Georgia AVE NW,WASHINGTON, DC 20011,the-macombo-lounge-washington
AZITOUNA,2920 MARTIN LUTHER KING JR AVE SE,Washington, DC 20032,azitouna-washington
BLACK WHISKEY,1410 14TH ST NW,WASHINGTON, DC 20006,black-whiskey-washington
BLACKFINN RESTAURANT,1620 I ST NW,WASHINGTON, DC 20006,blackfinn-washington
ARCURI,2400 WISCONSIN AVE NW,Washington, DC 20007,arcuri-washington
BURRITO BROTHERS,205 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,burrito-brothers-washington
DAYS INN GIFT SHOP,4400 CONNECTICUT AVE NW,Washington, DC 20008,days-inn-washington-dc-connecticut-ave-washington-dc
GALLERY MARKET & CAFE,450 MASSACHUSETTS AVE NW,Washington, DC 20005,gallery-market-and-café-washington-3
BLOW OUT BAR,2134 L ST NW,WASHINGTON, DC 20006,blowout-bar-washington
COSI,1501 K ST NW,Washington, DC 20005,cosi-washington-6
BOMBAY CLUB RESTAURANT,815 CONNECTICUT AVE NW,Washington, DC 20006,the-bombay-club-washington
GRAND CENTRAL (n),2447 18TH ST NW,Washington, DC 20009,sakuramen-washington
NATIONALS STADIUM # 3 - 55 (DIAMOND CLASSICS),1500 SOUTH CAPITOL ST SE SPC DIAMC,Washington, DC 20003,nationals-park-washington
CAFE ASIA,1720 I ST NW,Washington, DC 20006,cafe-asia-washington
POTOMAC LIGHTHOUSE PUBLIC CHARTER SCHOOL,4401 8TH ST NE,WASHINGTON, DC 20017,chart-house-alexandria
IMF CAFETERIA,700 19TH ST NW,WASHINGTON, DC 20431,the-world-bank-washington-2
BELL WINE & LIQUOR,1821 M ST NW,Washington, DC 20036,bell-wine-and-spirits-washington
CAPITOL HILL FOOD AND FUEL,1248 PENNSYLVANIA AVE SE,Washington, DC 20013,hills-kitchen-washington
NATIONAL CHILDREN'S CENTER,6200 2ND ST NW,WASHINGTON, DC 20011,national-childrens-center-washington-5
CAFE PRINCE (s),4627 41ST ST NW,WASHINGTON, DC 20006,neiman-marcus-washington
OSTERIA MORINI/NICOLETTA,301 WATER ST SE,WASHINGTON, DC 20003,osteria-morini-washington
TACOS LE CHILANGO(n),1119 V ST NW,WASHINGTON, DC 20009,oyamel-washington
CHOP'T,1730 PENNSYLVANIA AVE NW,Washington, DC 20006,chopt-creative-salad-company-washington-10
BAJA GRILLE,1133 20TH ST NW,WASHINGTON, DC 20036,baja-grille-washington
CHOP'T CREATIVE SALAD,1629 K ST NW,Washington, DC 20006,chopt-creative-salad-company-washington-9
COSI BREAKFAST LUNCH DINNER,1700 PENNSYLVANIA AVE NW,WASHINGTON, DC 20006,cosi-washington-12
CVS/PHARMACY,1990 K ST NW,Washington, DC 20006,cvs-pharmacy-washington-5
DACOR HOUSE,1801 F ST NW,Washington, DC 20006,dacor-bacon-house-foundation-washington
CUP A CUP A,1900 G ST NW,Washington, DC 20006,district-tea-lodge-washington
LA TABERNA DEL ALABARDERO,1776 I ST NW,Washington, DC 20006,taberna-del-alabardero-washington
FIREHOOK,910 17TH ST NW,WASHINGTON, DC 20006,firehook-bakery-and-coffee-house-washington-3
BOOEYMONGER RESTAURANT,5252 WISCONSIN AVE NW,Washington, DC 20016,booeymonger-washington-2
Vendor-LUCKY KABOB-#####,724 6TH ST SW APT 102,WASHINGTON, DC 20024,the-tickled-tutu-llc-washington-3
CAFÉ DU PARC,1401 PENNSYLVANIA AVE NW,Washington, DC 20006,café-du-parc-washington-2
7-ELEVEN,908 17TH ST NW,WASHINGTON, DC 20006,7-eleven-washington-30
DELI DELIGHT,1776 K ST NW,WASHINGTON, DC 20006,pret-a-manger-washington
DICKEY'S FROZEN CUSTARD,1710 I ST NW,Washington, DC 20006,dickeys-frozen-custard-washington
DC SCOOP,1514 U ST NW UNIT B,WASHINGTON, DC 20009,dc-scoop-cafe-washington
URBAN CAFE,451 7TH ST SW,Washington, DC 20407,station-4-washington-3
DISTRICT TEA LODGE,1922 I ST NW,Washington, DC 20006,district-tea-lodge-washington
DUNKIN DONUTS,1700 K ST NW,Washington, DC 20006,dunkin-donuts-washington-21
EQUINOX RESTAURANT,818 CONNECTICUT AVE NW,Washington, DC 20006,equinox-restaurant-washington
QUICK SHOP,707 KENNEDY ST NW,WASHINGTON, DC 20011,culture-coffee-washington
M & S GRILL,600 13TH ST NW,Washington, DC 20005,m-and-s-grill-washington
SALON NARDOS,1730 CONNECTICUT AVE NW,WASHINGTON, DC 20009,salon-nardos-washington-2
LAURIOL PLAZA RESTAURANT,1835 18TH ST NW,Washington, DC 20009,lauriol-plaza-washington
FROGGY BOTTOM PUB,2021 K ST NW,Washington, DC 20006,froggy-bottom-pub-washington-2
SUBWAY,3800 RESERVOIR RD NW,Washington, DC 20057,epicurean-and-company-washington-2
FUEL PIZZA,1606 K ST NW,Washington, DC 20006,fuel-pizza-washington
SUBWAY,1776 G ST NW,Washington, DC 20005,subway-washington-27
GNC,1754 PENNSYLVANIA AVE NW,Washington, DC 20006,gnc-washington
DC SCHOLARS PUBLIC CHARTER SCHOOL,5601 EAST CAPITOL ST SE,WASHINGTON, DC 20032,filomena-ristorante-washington
HAMPTON INN HOTEL,1729 H ST NW,WASHINGTON, DC 20006,hampton-inn-washington-4
HAVANA CAFÉ,1825 NW I ST NW,Washington, DC 20006,havana-cafe-washington
MAYFLOWER CHINESE AMERICAN FOOD,3066 MOUNT PLEASANT ST NW,Washington, DC 20009,mayflower-restaurant-washington
THAI TANIC RESTAURANT,1326 14TH ST NW,Washington, DC 20005,thai-tanic-restaurant-washington
STARBUCKS,555 11TH ST NW,Washington, DC 20016,starbucks-washington-49
HAY ADAMS HOTEL,800 16TH ST NW,Washington, DC 20006,the-lafayette-at-the-hay-adams-washington
IMF MAIN CAFETERIA (001),700 19TH ST NW,Washington, DC 20006,mocos-founding-farmers-potomac
JIMMY JOHN'S,1717 PENNSYLVANIA AVE NW,WASHINGTON, DC 20006,jimmy-johns-washington-2
POTBELLY SANDWICH WORKS,301 TINGEY ST SE,WASHINGTON, DC 20003,potbelly-sandwich-shop-washington-5
KAZ SUSHI BISTRO,1915 I ST NW,Washington, DC 20006,kaz-sushi-bistro-washington-3
MURRY'S,4025 SOUTH CAPITOL ST SW,Washington, DC 20032,hops-restaurant-bar-and-brewery-alexandria
